主订单编号,支付方式,选购商品,商品ID,商品数量,商品金额,订单提交时间,支付完成时间,订单完成时间,订单状态,取消原因,售后状态,订单类型,订单应付金额,优惠总金额,平台优惠
"	6925248343235067087","	微信",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-31 09:04:26","	2026-03-31 09:04:34",,已发货,,-,普通订单,14.99,0.00,-
"	6925245981522427880","	支付宝",新款吹泡泡乒乓泡泡专用泡泡液-乒乓球拍泡泡专用泡泡液【3瓶】,"	3811131132070723943",1,5.99,"	2026-03-31 09:03:08","	2026-03-31 09:03:12",,已发货,,-,普通订单,5.99,0.00,-
"	6925250195956989408","	微信",七彩吹泡泡系列专用补充液泡泡浓缩液 便携袋装泡泡水泡泡液安全-30包浓缩液【袋子颜色随机】,"	3796349154066825652",1,8.99,"	2026-03-31 09:03:02","	2026-03-31 09:03:09",,已发货,,-,普通订单,8.99,0.00,-
"	6925258360549899349","	抖音支付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液】,"	3811269702848741512",1,12.99,"	2026-03-31 09:03:01","	2026-03-31 09:03:02",,已发货,,-,普通订单,12.99,0.00,-
"	6951704332230137546","	微信",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-31 09:02:28","	2026-03-31 09:02:35",,已发货,,-,普通订单,14.99,0.00,-
"	6951720068439086908","	支付宝",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-31 09:01:39","	2026-03-31 09:01:49",,已发货,,-,普通订单,14.99,0.00,-
"	6925243461779029472","	微信",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-31 09:01:34","	2026-03-31 09:01:42",,已发货,,-,普通订单,14.99,0.00,-
"	6925245957377327080","	支付宝",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液】,"	3811269702848741512",1,12.99,"	2026-03-31 09:00:59","	2026-03-31 09:01:04",,已发货,,-,普通订单,12.99,0.00,-
"	6951715935626532367","	抖音月付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-绿青蛙宝【送充电电池+1瓶泡泡液】,"	3811269702848741512",1,12.99,"	2026-03-31 09:00:58","	2026-03-31 09:00:59",,已关闭,,萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-退款成功,普通订单,12.99,0.00,-
"	6925250220044484378","	微信",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液】,"	3811269702848741512",1,12.99,"	2026-03-31 09:00:58","	2026-03-31 09:01:09",,已发货,,-,普通订单,9.99,3.00,平台番茄小说惊喜券-3.00
"	6925252522230710043","	微信",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液】,"	3811269702848741512",1,12.99,"	2026-03-31 09:00:17","	2026-03-31 09:00:25",,已发货,,-,普通订单,12.99,0.00,-
"	6925255051053333514","	微信",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-绿青蛙宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-31 09:00:15","	2026-03-31 09:00:28",,已发货,,-,普通订单,14.99,0.00,-
"	6925258333130423637","	微信",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-绿青蛙宝【送充电电池+1瓶泡泡液】,"	3811269702848741512",1,12.99,"	2026-03-31 08:59:43","	2026-03-31 09:00:02",,已发货,,-,普通订单,12.99,0.00,-
"	6951698095269877058","	支付宝",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-31 08:59:39","	2026-03-31 08:59:50",,已发货,,-,普通订单,14.99,0.00,-
"	6951706638012585231","	抖音月付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液】,"	3811269702848741512",1,12.99,"	2026-03-31 08:59:34","	2026-03-31 08:59:35",,已发货,,-,普通订单,12.99,0.00,-
"	6925258325006908896","	抖音支付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-31 08:59:18","	2026-03-31 08:59:25",,已发货,,-,普通订单,14.99,0.00,-
"	6925258324621098739","	抖音支付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-31 08:59:03","	2026-03-31 08:59:05",,已发货,,-,普通订单,14.99,0.00,-
"	6951706605400758215","	抖音支付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液】,"	3811269702848741512",1,12.99,"	2026-03-31 08:59:01","	2026-03-31 08:59:07",,已发货,,-,普通订单,12.99,0.00,-
"	6925256128926613235","	抖音支付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液】,"	3811269702848741512",1,12.99,"	2026-03-31 08:56:39","	2026-03-31 08:56:40",,已关闭,,萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-退款成功,普通订单,12.99,0.00,-
"	6925248336617963139","	微信",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-绿青蛙宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-31 08:56:37","	2026-03-31 08:56:46",,已发货,,-,普通订单,14.99,0.00,-
"	6951693395375494521","	抖音支付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-绿青蛙宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-31 08:56:31","	2026-03-31 08:56:36",,已发货,,-,普通订单,14.99,0.00,-
"	6925252545899625589","	抖音支付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-31 08:56:31","	2026-03-31 08:56:39",,已发货,,-,普通订单,14.99,0.00,-
"	6925258292666662199","	支付宝",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-绿青蛙宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-31 08:56:29","	2026-03-31 08:57:56",,已发货,,-,普通订单,14.99,0.00,-
"	6951715957775472608","	抖音支付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-绿青蛙宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-31 08:56:28","	2026-03-31 08:56:33",,已发货,,-,普通订单,14.99,0.00,-
"	6925254993558601225","	抖音支付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-绿青蛙宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-31 08:56:21","	2026-03-31 08:56:30",,已发货,,-,普通订单,14.99,0.00,-
"	6951708839101207649","	抖音月付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-31 08:56:07","	2026-03-31 08:56:09",,已发货,,-,普通订单,14.99,0.00,-
"	6951693341224080976","	抖音支付",2026新款冲电黄小鸭泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪-黄小鸭【冲电电池+1瓶泡泡水+10浓缩液】,"	3805378828843483239",1,14.99,"	2026-03-31 08:55:51","	2026-03-31 08:55:52",,已发货,,-,普通订单,14.99,0.00,-
"	6951702356330878109","	支付宝",七彩吹泡泡系列专用补充液泡泡浓缩液 便携袋装泡泡水泡泡液安全-30包浓缩液【袋子颜色随机】,"	3796349154066825652",1,8.99,"	2026-03-31 08:55:02","	2026-03-31 08:55:03",,已发货,,-,普通订单,8.99,0.00,-
"	6951695603466638697","	支付宝",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-31 08:54:32","	2026-03-31 08:54:33",,已发货,,-,普通订单,14.99,0.00,-
"	6925258285806222691","	抖音支付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-绿青蛙宝【送充电电池+1瓶泡泡液】,"	3811269702848741512",1,12.99,"	2026-03-31 08:54:22","	2026-03-31 08:54:33",,已发货,,-,普通订单,12.99,0.00,-
"	6951708842978383504","	支付宝",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-绿青蛙宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-31 08:53:39","	2026-03-31 08:53:46",,已发货,,-,普通订单,8.99,6.00,平台专属限时优惠券-6.00
"	6951706625290082048","	抖音支付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-绿青蛙宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-31 08:53:31","	2026-03-31 08:53:33",,已发货,,-,普通订单,14.99,0.00,-
"	6951711147631842544","	微信",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-31 08:53:13","	2026-03-31 08:53:18",,已发货,,-,普通订单,14.99,0.00,-
"	6925243461706022641","	抖音支付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-绿青蛙宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-31 08:52:25","	2026-03-31 08:52:29",,已发货,,-,普通订单,14.99,0.00,-
"	6951706657583273854","	抖音支付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-31 08:51:50","	2026-03-31 08:51:51",,已发货,,-,普通订单,14.99,0.00,-
"	6951693334267434818","	抖音支付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-31 08:50:38","	2026-03-31 08:50:39",,已发货,,-,普通订单,14.99,0.00,-
"	6951698064544437755","	抖音月付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-31 08:50:29","	2026-03-31 08:50:30",,已发货,,-,普通订单,14.99,0.00,-
"	6925256092967533884","	微信",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-绿青蛙宝【送充电电池+1瓶泡泡液】,"	3811269702848741512",1,12.99,"	2026-03-31 08:50:14","	2026-03-31 08:50:32",,已关闭,,萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-退款成功,普通订单,12.99,0.00,-
"	6951699901486798416","	抖音支付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-31 08:49:21","	2026-03-31 08:49:22",,已关闭,,萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-退款成功,普通订单,14.99,0.00,-
"	6925243449276071187","	抖音月付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液】,"	3811269702848741512",1,12.99,"	2026-03-31 08:49:06","	2026-03-31 08:49:11",,已发货,,-,普通订单,12.99,0.00,-
"	6925250163198295180","	抖音支付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-31 08:48:55","	2026-03-31 08:48:57",,已发货,,-,普通订单,14.99,0.00,-
"	6951686887681889928","	微信",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-绿青蛙宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-31 08:48:19","	2026-03-31 08:48:29",,已发货,,-,普通订单,10.99,4.00,平台专属限时优惠券-4.00
"	6951711128024389409","	抖音月付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-31 08:47:59","	2026-03-31 08:48:06",,已发货,,-,普通订单,13.50,1.49,平台电商惊喜券-1.49
"	6925241188361403532","	抖音支付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-31 08:47:50","	2026-03-31 08:47:52",,已关闭,,萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-退款成功,普通订单,14.99,0.00,-
"	6925250164206501125","	支付宝",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液】,"	3811269702848741512",1,12.99,"	2026-03-31 08:47:41","	2026-03-31 08:47:52",,已发货,,-,普通订单,12.99,0.00,-
"	6951708821997623190","	抖音支付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-绿青蛙宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-31 08:47:40","	2026-03-31 08:47:45",,已发货,,-,普通订单,14.99,0.00,-
"	6951715912033310028","	支付宝",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液】,"	3811269702848741512",1,12.99,"	2026-03-31 08:47:37","	2026-03-31 08:47:45",,已发货,,-,普通订单,12.99,0.00,-
"	6951686860320544285","	支付宝",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-绿青蛙宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-31 08:47:37","	2026-03-31 08:48:11",,已发货,,-,普通订单,7.00,7.99,平台专属限时优惠券-5.00;金币抵扣金额-2.99
"	6925248345966477068","	微信",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-31 08:47:15","	2026-03-31 08:47:36",,已发货,,-,普通订单,13.99,1.00,余额抵扣金额-1.00
"	6951704320087430874","	微信",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-绿青蛙宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-31 08:47:13","	2026-03-31 08:47:28",,已发货,,-,普通订单,14.99,0.00,-
"	6925243470489615480","	支付宝",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-绿青蛙宝【送充电电池+1瓶泡泡液】,"	3811269702848741512",1,12.99,"	2026-03-31 08:47:08","	2026-03-31 08:47:19",,已发货,,-,普通订单,10.99,2.00,平台番茄小说惊喜券-2.00
"	6951693372163101944","	抖音月付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-绿青蛙宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-31 08:47:06","	2026-03-31 08:47:11",,已发货,,-,普通订单,14.99,0.00,-
"	6951686849582667081","	微信",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-31 08:47:06","	2026-03-31 08:47:15",,已发货,,-,普通订单,14.99,0.00,-
"	6951706632444974328","	支付宝",七彩吹泡泡系列专用补充液泡泡浓缩液 便携袋装泡泡水泡泡液安全-30包浓缩液【袋子颜色随机】,"	3796349154066825652",1,8.99,"	2026-03-31 08:46:42","	2026-03-31 08:46:43",,已发货,,-,普通订单,8.99,0.00,-
"	6925256097772568551","	支付宝",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-31 08:44:55","	2026-03-31 08:45:03",,已发货,,-,普通订单,14.99,0.00,-
"	6925256093284007093","	微信",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-31 08:44:53","	2026-03-31 08:45:07",,已关闭,,萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-退款成功,普通订单,14.99,0.00,-
"	6951711130551784664","	抖音月付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-绿青蛙宝【送充电电池+1瓶泡泡液】,"	3811269702848741512",1,12.99,"	2026-03-31 08:44:49","	2026-03-31 08:44:50",,已发货,,-,普通订单,12.99,0.00,-
"	6925245934064729784","	微信",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-31 08:44:11","	2026-03-31 08:44:33",,已发货,,-,普通订单,12.79,2.20,余额抵扣金额-2.20
"	6951720088611263787","	微信",电动万向公主灯光音效模型益智早教玩具【自备3节5号电池-颜色随机发一个【自备电池】,"	3806125785924895025",1,14.99,"	2026-03-31 08:43:43","	2026-03-31 08:43:55",,已发货,,-,普通订单,12.99,2.00,平台番茄小说惊喜券-2.00
"	6951711153488532748","	抖音支付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-31 08:43:20","	2026-03-31 08:43:28",,已发货,,-,普通订单,14.99,0.00,-
"	6951686820056601848","	支付宝",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液】,"	3811269702848741512",1,12.99,"	2026-03-31 08:43:07","	2026-03-31 08:43:27",,已关闭,,萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-退款成功,普通订单,12.99,0.00,-
"	6925239042692513488","	抖音支付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-绿青蛙宝【送充电电池+1瓶泡泡液】,"	3811269702848741512",1,12.99,"	2026-03-31 08:43:02","	2026-03-31 08:43:04",,已关闭,,萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-退款成功,普通订单,12.99,0.00,-
"	6925255012079401985","	抖音月付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-31 08:42:11","	2026-03-31 08:42:12",,已发货,,-,普通订单,14.99,0.00,-
"	6925241214711201659","	支付宝",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-31 08:41:37","	2026-03-31 08:41:38",,已发货,,-,普通订单,14.99,0.00,-
"	6925239024687152745","	微信",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-绿青蛙宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-31 08:40:40","	2026-03-31 08:41:04",,已发货,,-,普通订单,12.99,2.00,平台番茄小说惊喜券-2.00
"	6951715919576372912","	抖音支付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-31 08:40:36","	2026-03-31 08:40:38",,已发货,,-,普通订单,14.99,0.00,-
"	6925258284645384012","	抖音月付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-31 08:40:20","	2026-03-31 08:40:25",,已发货,,-,普通订单,14.99,0.00,-
"	6925243441984208705","	微信",可爱小黄鸭按压式回力车玩具适合的摩托车造型-1只装,"	3796350506939580958",1,3.99,"	2026-03-31 08:39:59","	2026-03-31 08:40:05",,已发货,,-,普通订单,0.99,3.00,平台晚发即赔券-3.00
"	6951720152738239758","	抖音支付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-绿青蛙宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-31 08:39:07","	2026-03-31 08:39:12",,已发货,,-,普通订单,14.99,0.00,-
"	6925250156978601227","	微信",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-绿青蛙宝【送充电电池+1瓶泡泡液】,"	3811269702848741512",1,12.99,"	2026-03-31 08:37:54","	2026-03-31 08:38:08",,已发货,,-,普通订单,12.99,0.00,-
"	6951704297522140658","	抖音月付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-绿青蛙宝【送充电电池+1瓶泡泡液】,"	3811269702848741512",1,12.99,"	2026-03-31 08:37:42","	2026-03-31 08:37:44",,已发货,,-,普通订单,12.99,0.00,-
"	6951695619965130425","	支付宝",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-31 08:37:08","	2026-03-31 08:37:10",,已发货,,-,普通订单,14.99,0.00,-
"	6951706562738591320","	抖音月付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-31 08:37:02","	2026-03-31 08:37:03",,已发货,,-,普通订单,12.99,2.00,平台番茄小说惊喜券-2.00
"	6925241192292908058","	抖音支付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-31 08:36:45","	2026-03-31 08:36:49",,已发货,,-,普通订单,14.99,0.00,-
"	6925241206310862086","	抖音月付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-绿青蛙宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-31 08:36:25","	2026-03-31 08:36:26",,已发货,,-,普通订单,13.59,1.40,余额抵扣金额-1.40
"	6925258288922263126","	抖音支付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-绿青蛙宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-31 08:36:13","	2026-03-31 08:36:14",,已发货,,-,普通订单,14.79,0.20,余额抵扣金额-0.20
"	6951699895212381909","	抖音支付",七彩吹泡泡系列专用补充液泡泡浓缩液 便携袋装泡泡水泡泡液安全-20包浓缩液【袋子颜色随机】,"	3796349154066825652",1,6.99,"	2026-03-31 08:36:09","	2026-03-31 08:36:15",,已发货,,-,普通订单,1.99,5.00,余额抵扣金额-5.00
"	6925252512595148038","	抖音月付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-31 08:36:08","	2026-03-31 08:36:09",,已发货,,-,普通订单,14.99,0.00,-
"	6925255004213902361","	支付宝",七彩吹泡泡系列专用补充液泡泡浓缩液 便携袋装泡泡水泡泡液安全-30包浓缩液【袋子颜色随机】,"	3796349154066825652",1,8.99,"	2026-03-31 08:35:58","	2026-03-31 08:36:29",,已发货,,-,普通订单,5.99,3.00,平台晚发即赔券-3.00
"	6951699874661930686","	抖音支付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液】,"	3811269702848741512",1,12.99,"	2026-03-31 08:35:56","	2026-03-31 08:35:57",,已发货,,-,普通订单,12.99,0.00,-
"	6951717630053258965","	抖音支付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-绿青蛙宝【送充电电池+1瓶泡泡液】,"	3811269702848741512",1,12.99,"	2026-03-31 08:35:49","	2026-03-31 08:35:54",,已发货,,-,普通订单,2.79,10.20,余额抵扣金额-10.20
"	6925252492631309564","	抖音月付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液】,"	3811269702848741512",1,12.99,"	2026-03-31 08:35:20","	2026-03-31 08:35:24",,已发货,,-,普通订单,12.99,0.00,-
