主订单编号,支付方式,选购商品,商品ID,商品数量,商品金额,订单提交时间,支付完成时间,订单完成时间,订单状态,取消原因,售后状态,订单类型,订单应付金额,优惠总金额,平台优惠
"	6951665373235320300","	抖音支付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-绿青蛙宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-30 09:06:51","	2026-03-30 09:06:56",,已发货,,-,普通订单,14.99,0.00,-
"	6925222301425827478","	支付宝",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液】,"	3811269702848741512",1,12.99,"	2026-03-30 09:06:45","	2026-03-30 09:06:54",,已发货,,-,普通订单,12.99,0.00,-
"	6925232399022652913","	微信",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-30 09:06:44","	2026-03-30 09:07:26",,已发货,,-,普通订单,14.99,0.00,-
"	6951672082697229881","	抖音支付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-30 09:06:40","	2026-03-30 09:06:44",,已发货,,-,普通订单,14.99,0.00,-
"	6925229371425979731","	微信",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-30 09:06:15","	2026-03-30 09:06:58",,已发货,,-,普通订单,14.99,0.00,-
"	6925215412063600468","	抖音月付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-30 09:05:53","	2026-03-30 09:05:55","	2026-04-01 16:46:47",已完成,,-,普通订单,7.99,7.00,平台专属限时优惠券-7.00
"	6951682878899361748","	抖音月付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液】,"	3811269702848741512",1,12.99,"	2026-03-30 09:04:49","	2026-03-30 09:04:55",,已发货,,-,普通订单,12.99,0.00,-
"	6925231314618187444","	抖音支付",男孩塑料【平板拖车 带挖机 】惯性玩具 33厘米 工程车-工程拖车,"	3806128908273844523",1,9.99,"	2026-03-30 09:04:42","	2026-03-30 09:04:44",,已发货,,-,普通订单,9.99,0.00,-
"	6951665387244754165","	微信",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-绿青蛙宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-30 09:04:32","	2026-03-30 09:05:24",,已发货,,-,普通订单,14.39,0.60,余额抵扣金额-0.60
"	6925234615589108999","	抖音支付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-绿青蛙宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-30 09:04:11","	2026-03-30 09:04:14",,已发货,,-,普通订单,14.99,0.00,-
"	6925229377993670324","	抖音支付",可爱小黄鸭按压式回力车玩具适合的摩托车造型-1只装,"	3796350506939580958",1,3.99,"	2026-03-30 09:04:09","	2026-03-30 09:04:11",,已发货,,-,普通订单,3.99,0.00,-
"	6925232402857557684","	抖音支付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-绿青蛙宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-30 09:03:42","	2026-03-30 09:03:44",,已发货,,-,普通订单,14.99,0.00,-
"	6951662747612878494","	微信",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-30 09:03:12","	2026-03-30 09:03:23",,已发货,,-,普通订单,14.99,0.00,-
"	6951674063402636641","	支付宝",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液】,"	3811269702848741512",2,12.99,"	2026-03-30 09:02:53","	2026-03-30 09:03:04",,已发货,,-,普通订单,25.98,0.00,-
"	6925234597709512448","	抖音月付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-30 09:02:45","	2026-03-30 09:02:51",,已关闭,,萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-退款成功,普通订单,14.99,0.00,-
"	6925226753629584786","	抖音支付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-绿青蛙宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-30 09:02:45","	2026-03-30 09:02:47",,已发货,,-,普通订单,14.99,0.00,-
"	6951687468346971504","	微信",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-30 09:02:38","	2026-03-30 09:02:48",,已发货,,-,普通订单,14.99,0.00,-
"	6951687443254417373","	抖音支付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液】,"	3811269702848741512",1,12.99,"	2026-03-30 09:02:36","	2026-03-30 09:02:37",,已发货,,-,普通订单,12.99,0.00,-
"	6951674058562017101","	抖音支付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-绿青蛙宝【送充电电池+1瓶泡泡液】,"	3811269702848741512",1,12.99,"	2026-03-30 09:02:32","	2026-03-30 09:02:41",,已发货,,-,普通订单,12.99,0.00,-
"	6951678627473003655","	抖音支付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-30 08:59:31","	2026-03-30 08:59:39",,已发货,,-,普通订单,14.99,0.00,-
"	6925222297091276773","	抖音支付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-30 08:59:05","	2026-03-30 08:59:12",,已发货,,-,普通订单,14.99,0.00,-
"	6925219964212444542","	抖音支付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-30 08:58:44","	2026-03-30 08:58:51",,已发货,,-,普通订单,14.99,0.00,-
"	6925220010255547742","	抖音支付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液】,"	3811269702848741512",1,12.99,"	2026-03-30 08:58:22","	2026-03-30 08:58:25",,已发货,,-,普通订单,12.99,0.00,-
"	6925234606082326410","	抖音支付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-30 08:58:13","	2026-03-30 08:58:14",,已发货,,-,普通订单,10.65,4.34,平台专属限时优惠券-3.74;余额抵扣金额-0.60
"	6925231305439542535","	抖音支付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液】,"	3811269702848741512",1,12.99,"	2026-03-30 08:58:02","	2026-03-30 08:58:03",,已发货,,-,普通订单,12.99,0.00,-
"	6951662718529967971","	微信",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-30 08:57:57","	2026-03-30 08:58:10",,已发货,,-,普通订单,14.99,0.00,-
"	6951678584821388936","	抖音支付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-绿青蛙宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-30 08:57:51","	2026-03-30 08:57:52",,已发货,,-,普通订单,14.99,0.00,-
"	6951669501973042320","	抖音支付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-绿青蛙宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-30 08:57:51","	2026-03-30 08:57:55",,已发货,,-,普通订单,14.99,0.00,-
"	6951667243633808445","	支付宝",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液】,"	3811269702848741512",1,12.99,"	2026-03-30 08:57:23","	2026-03-30 08:57:54",,已发货,,-,普通订单,12.99,0.00,-
"	6951682858270136057","	抖音月付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-绿青蛙宝【送充电电池+1瓶泡泡液】,"	3811269702848741512",1,12.99,"	2026-03-30 08:56:35",,,已关闭,用户超时未支付自动取消,-,普通订单,12.99,0.00,-
"	6925222247225326946","	微信",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-绿青蛙宝【送充电电池+1瓶泡泡液】,"	3811269702848741512",1,12.99,"	2026-03-30 08:56:31","	2026-03-30 08:56:40",,已发货,,-,普通订单,12.99,0.00,-
"	6951682863511574483","	抖音支付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液】,"	3811269702848741512",1,12.99,"	2026-03-30 08:56:14",,,已关闭,用户超时未支付自动取消,-,普通订单,12.99,0.00,-
"	6925224382757633914","	支付宝",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-30 08:55:56","	2026-03-30 08:56:05",,已发货,,-,普通订单,14.99,0.00,-
"	6925215438414118503","	抖音月付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-绿青蛙宝【送充电电池+1瓶泡泡液】,"	3811269702848741512",1,12.99,"	2026-03-30 08:55:51","	2026-03-30 08:55:52",,已发货,,-,普通订单,12.99,0.00,-
"	6951676350263727167","	支付宝",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-绿青蛙宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-30 08:55:49","	2026-03-30 09:00:15",,已关闭,,萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-退款成功,普通订单,14.99,0.00,-
"	6925234590418566747","	抖音支付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液】,"	3811269702848741512",1,12.99,"	2026-03-30 08:55:46",,,已关闭,用户超时未支付自动取消,-,普通订单,12.99,0.00,-
"	6925232382573641518","	微信",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-绿青蛙宝【送充电电池+1瓶泡泡液】,"	3811269702848741512",1,12.99,"	2026-03-30 08:55:26","	2026-03-30 08:55:33",,已发货,,-,普通订单,12.99,0.00,-
"	6925224361787096632","	抖音月付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-30 08:55:15","	2026-03-30 08:55:16",,已关闭,,萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-退款成功,普通订单,14.99,0.00,-
"	6925219985462165270","	抖音月付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-30 08:54:52","	2026-03-30 08:54:57",,已关闭,,萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-退款成功,普通订单,14.99,0.00,-
"	6925229323428855748","	微信",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-30 08:54:49","	2026-03-30 08:54:54",,已发货,,-,普通订单,14.99,0.00,-
"	6925232384836402713","	抖音支付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-30 08:54:42","	2026-03-30 08:54:45",,已发货,,-,普通订单,14.99,0.00,-
"	6925231305752936151","	抖音支付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-绿青蛙宝【送充电电池+1瓶泡泡液】,"	3811269702848741512",1,12.99,"	2026-03-30 08:54:40","	2026-03-30 08:54:41",,已发货,,-,普通订单,12.99,0.00,-
"	6951689653199312291","	抖音支付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-绿青蛙宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-30 08:52:17","	2026-03-30 08:52:22",,已发货,,-,普通订单,14.99,0.00,-
"	6951660852178196431","	微信",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-30 08:52:06","	2026-03-30 08:52:18",,已发货,,-,普通订单,14.99,0.00,-
"	6925224377875791344","	支付宝",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液】,"	3811269702848741512",1,12.99,"	2026-03-30 08:52:04",,,已关闭,用户超时未支付自动取消,-,普通订单,12.99,0.00,-
"	6951689718777386126","	抖音支付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-绿青蛙宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-30 08:52:02","	2026-03-30 08:52:03",,已发货,,-,普通订单,13.59,1.40,余额抵扣金额-1.40
"	6951667214904464678","	抖音支付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液】,"	3811269702848741512",1,12.99,"	2026-03-30 08:51:59","	2026-03-30 08:52:00",,已发货,,-,普通订单,12.99,0.00,-
"	6925231296910163388","	抖音支付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-30 08:51:58","	2026-03-30 08:52:01",,已关闭,,萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-退款成功,普通订单,14.99,0.00,-
"	6951676309773620425","	微信",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-绿青蛙宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-30 08:51:40","	2026-03-30 08:51:47",,已发货,,-,普通订单,14.99,0.00,-
"	6925226694145637714","	抖音支付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-绿青蛙宝【送充电电池+1瓶泡泡液】,"	3811269702848741512",1,12.99,"	2026-03-30 08:51:40","	2026-03-30 08:51:43",,已发货,,-,普通订单,12.99,0.00,-
"	6925224353387020146","	支付宝",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-绿青蛙宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-30 08:51:37","	2026-03-30 08:51:46",,已发货,,-,普通订单,14.99,0.00,-
"	6951667197531526287","	抖音月付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-30 08:51:33","	2026-03-30 08:51:34",,已发货,,-,普通订单,14.99,0.00,-
"	6951669453040719402","	微信",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液】,"	3811269702848741512",1,12.99,"	2026-03-30 08:51:24","	2026-03-30 08:51:36",,已关闭,,萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-退款成功,普通订单,12.99,0.00,-
"	6951687415794112217","	抖音支付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-绿青蛙宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-30 08:50:39","	2026-03-30 08:50:41",,已发货,,-,普通订单,14.99,0.00,-
"	6951682875225282409","	抖音支付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-30 08:50:38","	2026-03-30 08:50:40",,已发货,,-,普通订单,14.99,0.00,-
"	6925222257267146152","	支付宝",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-30 08:50:34","	2026-03-30 08:50:50",,已发货,,-,普通订单,14.99,0.00,-
"	6925219957990915381","	微信",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液】,"	3811269702848741512",1,12.99,"	2026-03-30 08:50:12",,,已关闭,用户超时未支付自动取消,-,普通订单,12.99,0.00,-
"	6925229339021376775","	抖音月付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-绿青蛙宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-30 08:49:37","	2026-03-30 08:49:41",,已发货,,-,普通订单,14.99,0.00,-
"	6925224303084469270","	抖音支付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液】,"	3811269702848741512",1,12.99,"	2026-03-30 08:49:26","	2026-03-30 08:49:28",,已发货,,-,普通订单,12.99,0.00,-
"	6951665322267121530","	抖音月付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-30 08:48:56","	2026-03-30 08:48:58",,已发货,,-,普通订单,14.99,0.00,-
"	6925229325641416556","	支付宝",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-绿青蛙宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-30 08:48:31","	2026-03-30 08:48:58",,已发货,,-,普通订单,14.99,0.00,-
"	6925232379541093943","	抖音支付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-绿青蛙宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-30 08:48:28","	2026-03-30 08:48:33",,已发货,,-,普通订单,14.99,0.00,-
"	6925219966205066640","	微信",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液】,"	3811269702848741512",1,12.99,"	2026-03-30 08:48:27","	2026-03-30 08:48:39",,已发货,,-,普通订单,12.99,0.00,-
"	6951656224316790155","	微信",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-30 08:48:24","	2026-03-30 08:48:31",,已发货,,-,普通订单,14.99,0.00,-
"	6951672004022703407","	支付宝",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-30 08:47:23",,,已关闭,用户超时未支付自动取消,-,普通订单,14.99,0.00,-
"	6951669463758869857","	支付宝",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液】,"	3811269702848741512",1,12.99,"	2026-03-30 08:47:05","	2026-03-30 08:47:18",,已关闭,,萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-退款成功,普通订单,12.99,0.00,-
"	6951672067219723567","	微信",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-30 08:46:27",,,已关闭,用户超时未支付自动取消,-,普通订单,14.99,0.00,-
"	6925213217965767689","	抖音支付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液】,"	3811269702848741512",1,12.99,"	2026-03-30 08:46:08","	2026-03-30 08:46:10",,已发货,,-,普通订单,12.99,0.00,-
"	6925219996751134005","	微信",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-30 08:45:03",,,已关闭,用户超时未支付自动取消,-,普通订单,14.99,0.00,-
"	6925232370366446617","	抖音支付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液】,"	3811269702848741512",1,12.99,"	2026-03-30 08:44:42","	2026-03-30 08:44:43",,已发货,,-,普通订单,12.99,0.00,-
"	6951682830772803022","	支付宝",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-绿青蛙宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",2,14.99,"	2026-03-30 08:44:30","	2026-03-30 08:44:37",,已发货,,-,普通订单,29.98,0.00,-
"	6925224318801247985","	抖音支付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-绿青蛙宝【送充电电池+1瓶泡泡液】,"	3811269702848741512",1,12.99,"	2026-03-30 08:44:29","	2026-03-30 08:44:31",,已发货,,-,普通订单,12.99,0.00,-
"	6925232388698045465","	抖音支付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-绿青蛙宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-30 08:44:28","	2026-03-30 08:44:31",,已发货,,-,普通订单,14.99,1.49,-
"	6951665369858315888","	先用后付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-绿青蛙宝【送充电电池+1瓶泡泡液】,"	3811269702848741512",1,12.99,"	2026-03-30 08:44:28","	2026-03-30 08:44:29",,已关闭,,萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-退款成功,普通订单,12.99,0.00,-
"	6951667205387064604","	微信",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-绿青蛙宝【送充电电池+1瓶泡泡液】,"	3811269702848741512",1,12.99,"	2026-03-30 08:43:56","	2026-03-30 08:44:06",,已发货,,-,普通订单,12.99,0.00,-
"	6925219921990941909","	抖音月付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-30 08:43:35","	2026-03-30 08:43:37","	2026-04-01 16:20:03",已完成,,萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-补寄待发货,普通订单,8.73,6.26,平台专属限时优惠券-4.00;金币抵扣金额-2.26
"	6925226684911681048","	微信",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-绿青蛙宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-30 08:43:27","	2026-03-30 08:43:43",,已关闭,,萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-退款成功,普通订单,14.99,0.00,-
"	6925231266551201314","	微信",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-30 08:43:03","	2026-03-30 08:43:12",,已发货,,-,普通订单,12.99,2.00,平台专属限时优惠券-2.00
"	6951676321213125916","	抖音支付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液】,"	3811269702848741512",1,12.99,"	2026-03-30 08:42:59",,,已关闭,用户超时未支付自动取消,-,普通订单,12.99,0.00,-
"	6951662731120875286","	微信",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液】,"	3811269702848741512",1,12.99,"	2026-03-30 08:42:57","	2026-03-30 08:43:13",,已发货,,-,普通订单,12.99,0.00,-
"	6951678568328730094","	抖音支付",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-粉萌兔宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",1,14.99,"	2026-03-30 08:42:40","	2026-03-30 08:42:42",,已关闭,,萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-退款成功,普通订单,14.99,0.00,-
"	6951669471606478286","	支付宝",萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具-绿青蛙宝【送充电电池+1瓶泡泡液+10包浓缩泡泡液】,"	3811269702848741512",2,14.99,"	2026-03-30 08:42:21",,,已关闭,用户超时未支付自动取消,-,普通订单,29.98,0.00,-
