结算时间,订单号,子订单号,结算金额,结算账户,结算单类型,有结算前退款,下单时间,商品ID,商品名称,商品数量,达人ID,达人名称,业务类型,订单类型,订单总价,商品总价,运费,店铺券,政府补贴商家垫资,结算前退款金额,平台补贴,其他平台补贴,政府补贴平台垫资,达人补贴,抖音支付补贴,抖音月付营销补贴,银行补贴,以旧换新抵扣,平台补贴运费,用户实付,收入合计,平台服务费,达人佣金,服务商佣金,渠道分成,招商服务费,站外推广费,其他分成,其他分成说明,支出合计,是否免佣,免佣金额,商户主体名称,备注
" "," "," ",收入+支出," "," "," "," "," "," "," "," "," "," "," ",商品总价+运费," "," ",包括商家发的优惠券、商品直降金额以及与平台混资补贴商家承担的金额,以旧换新商家先行出资，结算后商家拿着对应金额发票与政府进行金额结算。,退给用户的货款+运费+退补贴," ",其他平台补贴包括话费充值平台优惠金额，此部分补贴金额商家无需给平台开票,以旧换新政府出资补商家，跟随货款一同结算给商家，包括以旧换新政府补贴券，商家无需开票。," "," "," "," "," "," "," ",用户实付+平台补贴+达人补贴+抖音支付补贴+抖音月付补贴+银行补贴+以旧换新抵扣+平台补贴运费+政府补贴平台垫资+其他平台补贴,"'-(用户实付+平台补贴+达人补贴+平台补贴运费+政府补贴平台垫资+其他平台补贴)*费率
平台按照商品类目费率收取商家的费用","'-(用户实付-运费+平台补贴+达人补贴+平台补贴运费+抖音支付补贴+抖音月付补贴+政府补贴平台垫资+其他平台补贴)*费率
商家支出给达人的佣金",商家使用了服务商服务（例如商家招募与培训、内容制作、抖店开设与运营、达人运营等一站式服务），需要支付给对应服务商的佣金,仅在学浪订单场景下存在的分成，如果订单非学浪订单则不会有这个费用,商家支出给团长的佣金,推广者在抖音APP外进行商品推广，用户因推广者推广进入抖音APP进入小店平台并完成商品购买。商家商品通过精选联盟平台的推广者成交的，每笔订单商家需要向推广者支付一定比例的推广费,除“佣金、渠道分成、招商服务费、站外推广费”等账单中已分列展示之外的分成项目," ",平台服务费+达人佣金+服务商佣金+渠道分成+招商服务费+站外推广费+其他分成,订单是否命中了平台各类平台服务费减免活动，例如商品卡佣金减免等活动,订单结算时按照平台活动规则减免掉的金额，免佣金额不会结算或打款给商家," "," "
2026-03-10 08:15:39,'6924520714212310512,'6924520714212310512,9.49,聚合账户,已结算,否,2026-02-27 06:51:30,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,1,'1400117048905447,欣晴玩具,精选联盟,普通订单,9.99,9.99,0,0,0,0,0,0,0,0,0,0,0,0,0,9.99,9.99,-0.5,0,0,0,0,0,0,,-0.5,,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型
2026-03-10 08:15:39,'6950905835690333545,'6950905835690333545,8.54,聚合账户,已结算,否,2026-02-27 06:49:50,'3796349154066825652,七彩吹泡泡系列专用补充液泡泡浓缩液 便携袋装泡泡水泡泡液安全,1,'1400117048905447,欣晴玩具,精选联盟,普通订单,8.99,8.99,0,0,0,0,0,0,0,0,0,0,0,0,0,8.99,8.99,-0.45,0,0,0,0,0,0,,-0.45,,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型
2026-03-10 08:15:40,'6924523092876230006,'6924523092876230006,9.49,聚合账户,已结算,否,2026-02-27 07:29:25,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,1,'1400117048905447,欣晴玩具,精选联盟,普通订单,9.99,9.99,0,0,0,0,0,0,0,0,0,0,0,0,0,9.99,9.99,-0.5,0,0,0,0,0,0,,-0.5,,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型
2026-03-10 08:15:42,'6924532024757222739,'6924532024757222739,9.49,聚合账户,已结算,否,2026-02-27 07:37:17,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,1,'1400117048905447,欣晴玩具,精选联盟,普通订单,9.99,9.99,0,0,0,0,0,0,0,0,0,0,0,0,0,9.99,9.99,-0.5,0,0,0,0,0,0,,-0.5,,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型
2026-03-10 08:15:45,'6950912649357563291,'6950912649357563291,9.49,聚合账户,已结算,否,2026-02-27 08:10:54,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,1,'1400117048905447,欣晴玩具,精选联盟,普通订单,9.99,9.99,0,0,0,0,0,0,0,0,0,0,0,0,0,9.99,9.99,-0.5,0,0,0,0,0,0,,-0.5,,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型
2026-03-10 08:15:45,'6924533898541300777,'6924533898541300777,9.49,聚合账户,已结算,否,2026-02-27 07:27:08,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,1,'1400117048905447,欣晴玩具,精选联盟,普通订单,9.99,9.99,0,0,0,0,0,0,0,0,0,0,0,0,0,9.99,9.99,-0.5,0,0,0,0,0,0,,-0.5,,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型
2026-03-10 08:15:45,'6950910325418956763,'6950910325418956763,9.49,聚合账户,已结算,否,2026-02-27 08:07:31,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,1,'1400117048905447,欣晴玩具,精选联盟,普通订单,9.99,9.99,0,0,0,0,0,0,0,0,0,0,0,0,0,9.99,9.99,-0.5,0,0,0,0,0,0,,-0.5,,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型
2026-03-10 08:15:45,'6950919417735157110,'6950919417735157110,9.49,聚合账户,已结算,否,2026-02-27 08:00:37,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,1,'1400117048905447,欣晴玩具,精选联盟,普通订单,9.99,9.99,0,0,0,0,0,0,0,0,0,0,0,0,0,9.99,9.99,-0.5,0,0,0,0,0,0,,-0.5,,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型
2026-03-10 08:15:45,'6950910253099849567,'6950910253099849567,9.49,聚合账户,已结算,否,2026-02-27 07:13:01,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,1,'1400117048905447,欣晴玩具,精选联盟,普通订单,9.99,9.99,0,0,0,0,0,0,0,0,0,0,0,0,0,9.99,9.99,-0.5,0,0,0,0,0,0,,-0.5,,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型
2026-03-10 08:15:45,'6950919436151624716,'6950919436151624716,9.49,聚合账户,已结算,否,2026-02-27 08:06:39,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,1,'1400117048905447,欣晴玩具,精选联盟,普通订单,9.99,9.99,0,0,0,0,0,0,0,0,0,0.1,0,0,0,9.89,9.99,-0.5,0,0,0,0,0,0,,-0.5,,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型
2026-03-10 08:15:46,'6924533924756749941,'6924533924756749941,9.49,聚合账户,已结算,否,2026-02-27 08:01:47,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,1,'1400117048905447,欣晴玩具,精选联盟,普通订单,9.99,9.99,0,0,0,0,0,0,0,0,0,0,0,0,0,9.99,9.99,-0.5,0,0,0,0,0,0,,-0.5,,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型
2026-03-10 08:15:46,'6924513750553427222,'6924513750553427222,9.49,聚合账户,已结算,否,2026-02-27 06:58:51,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,1,'1400117048905447,欣晴玩具,精选联盟,普通订单,9.99,9.99,0,0,0,0,0,0,0,0,0,0,0,0,0,9.99,9.99,-0.5,0,0,0,0,0,0,,-0.5,,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型
2026-03-10 08:15:46,'6950917482670986980,'6950917482670986980,9.49,聚合账户,已结算,否,2026-02-27 08:06:56,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,1,'1400117048905447,欣晴玩具,精选联盟,普通订单,9.99,9.99,0,0,0,0,0,0,0,0,0,0,0,0,0,9.99,9.99,-0.5,0,0,0,0,0,0,,-0.5,,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型
2026-03-10 08:15:46,'6924532045753974072,'6924532045753974072,9.49,聚合账户,已结算,否,2026-02-27 08:05:04,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,1,'1400117048905447,欣晴玩具,精选联盟,普通订单,9.99,9.99,0,0,0,0,0,0,0,0,0,0,0,0,0,9.99,9.99,-0.5,0,0,0,0,0,0,,-0.5,,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型
2026-03-10 08:15:46,'6924520906937302767,'6924520906937302767,37.98,聚合账户,已结算,否,2026-02-27 09:27:44,'3805378828843483239,2026新款冲电黄小鸭泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,2,,,小店自卖,普通订单,39.98,39.98,0,0,0,0,0,0,0,0,0,0,0,0,0,39.98,39.98,-2,0,0,0,0,0,0,,-2,否,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型
2026-03-10 08:15:46,'6950917466262934568,'6950917466262934568,9.49,聚合账户,已结算,否,2026-02-27 07:39:26,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,1,'1400117048905447,欣晴玩具,精选联盟,普通订单,9.99,9.99,0,0,0,0,4,0,0,0,0,0,0,0,0,5.99,9.99,-0.5,0,0,0,0,0,0,,-0.5,,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型
2026-03-10 08:15:46,'6924529750668050155,'6924529750668050155,14.24,聚合账户,已结算,否,2026-02-27 08:22:44,'3805378828843483239,2026新款冲电黄小鸭泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,1,'1400117048905447,欣晴玩具,精选联盟,普通订单,14.99,14.99,0,0,0,0,0,0,0,0,0,0,0,0,0,14.99,14.99,-0.75,0,0,0,0,0,0,,-0.75,,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型
2026-03-10 08:15:46,'6924527634452217583,'6924527634452217583,37.98,聚合账户,已结算,否,2026-02-27 09:14:50,'3805378828843483239,2026新款冲电黄小鸭泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,2,,,小店自卖,普通订单,39.98,39.98,0,0,0,0,0,0,0,0,0,0,0,0,0,39.98,39.98,-2,0,0,0,0,0,0,,-2,否,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型
2026-03-10 08:15:46,'6924531998680121071,'6924531998680121071,9.49,聚合账户,已结算,否,2026-02-27 07:30:38,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,1,'1400117048905447,欣晴玩具,精选联盟,普通订单,9.99,9.99,0,0,0,0,0,0,0,0,0,0,0,0,0,9.99,9.99,-0.5,0,0,0,0,0,0,,-0.5,,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型
2026-03-10 08:15:46,'6924520860635528943,'6924520860635528943,37.98,聚合账户,已结算,否,2026-02-27 09:27:10,'3805378828843483239,2026新款冲电黄小鸭泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,2,,,小店自卖,普通订单,39.98,39.98,0,0,0,0,0,0,0,0,0,0,0,0,0,39.98,39.98,-2,0,0,0,0,0,0,,-2,否,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型
2026-03-10 08:15:46,'6924527619826351855,'6924527619826351855,37.98,聚合账户,已结算,否,2026-02-27 09:25:11,'3805378828843483239,2026新款冲电黄小鸭泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,2,,,小店自卖,普通订单,39.98,39.98,0,0,0,0,0,0,0,0,0,0,0,0,0,39.98,39.98,-2,0,0,0,0,0,0,,-2,否,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型
2026-03-10 08:15:46,'6924544108191055389,'6924544108191055389,14.24,聚合账户,已结算,否,2026-02-28 06:39:43,'3805374372856856962,2026新款海豚冲电泡泡机爆款卡通七彩泡泡机创意灯光连发泡泡枪,1,'1400117048905447,欣晴玩具,精选联盟,普通订单,14.99,14.99,0,0,0,0,0,0,0,0,0,0,0,0,0,14.99,14.99,-0.75,0,0,0,0,0,0,,-0.75,,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型
2026-03-10 08:15:46,'6924552933492424581,'6924552933492424581,9.49,聚合账户,已结算,否,2026-02-28 06:55:14,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,1,'1400117048905447,欣晴玩具,精选联盟,普通订单,9.99,9.99,0,0,0,0,0,0,0,0,0,0,0,0,0,9.99,9.99,-0.5,0,0,0,0,0,0,,-0.5,,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型
2026-03-10 08:15:46,'6924527629326712559,'6924527629326712559,37.98,聚合账户,已结算,否,2026-02-27 09:25:38,'3805378828843483239,2026新款冲电黄小鸭泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,2,,,小店自卖,普通订单,39.98,39.98,0,0,0,0,0,0,0,0,0,0,0,0,0,39.98,39.98,-2,0,0,0,0,0,0,,-2,否,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型
2026-03-10 08:15:46,'6924532129849114351,'6924532129849114351,37.98,聚合账户,已结算,否,2026-02-27 09:26:57,'3805378828843483239,2026新款冲电黄小鸭泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,2,,,小店自卖,普通订单,39.98,39.98,0,0,0,0,0,0,0,0,0,0,0,0,0,39.98,39.98,-2,0,0,0,0,0,0,,-2,否,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型
2026-03-10 08:15:46,'6924532150080995055,'6924532150080995055,37.98,聚合账户,已结算,否,2026-02-27 09:27:16,'3805378828843483239,2026新款冲电黄小鸭泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,2,,,小店自卖,普通订单,39.98,39.98,0,0,0,0,0,0,0,0,0,0,0,0,0,39.98,39.98,-2,0,0,0,0,0,0,,-2,否,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型
2026-03-10 08:15:46,'6924525027739073826,'6924525027739073826,3.79,聚合账户,已结算,否,2026-02-27 07:24:29,'3796349154066825652,七彩吹泡泡系列专用补充液泡泡浓缩液 便携袋装泡泡水泡泡液安全,1,'1400117048905447,欣晴玩具,精选联盟,普通订单,3.99,3.99,0,0,0,0,0,0,0,0,0,0,0,0,0,3.99,3.99,-0.2,0,0,0,0,0,0,,-0.2,,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型
2026-03-10 08:15:46,'6924520776470527025,'6924520776470527025,9.49,聚合账户,已结算,否,2026-02-27 07:51:55,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,1,'1400117048905447,欣晴玩具,精选联盟,普通订单,9.99,9.99,0,0,0,0,0,0,0,0,0,0,0,0,0,9.99,9.99,-0.5,0,0,0,0,0,0,,-0.5,,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型
2026-03-10 08:15:46,'6924534089431285487,'6924534089431285487,37.98,聚合账户,已结算,否,2026-02-27 09:26:46,'3805378828843483239,2026新款冲电黄小鸭泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,2,,,小店自卖,普通订单,39.98,39.98,0,0,0,0,0,0,0,0,0,0,0,0,0,39.98,39.98,-2,0,0,0,0,0,0,,-2,否,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型
2026-03-10 08:15:46,'6924520870115442415,'6924520870115442415,37.98,聚合账户,已结算,否,2026-02-27 09:26:29,'3805378828843483239,2026新款冲电黄小鸭泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,2,,,小店自卖,普通订单,39.98,39.98,0,0,0,0,0,0,0,0,0,0,0,0,0,39.98,39.98,-2,0,0,0,0,0,0,,-2,否,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型
2026-03-10 08:18:07,'6924533926891781276,'6924533926891781276,9.49,聚合账户,已结算,否,2026-02-27 07:44:12,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,1,'1400117048905447,欣晴玩具,精选联盟,普通订单,9.99,9.99,0,0,0,0,4,0,0,0,0,0,0,0,0,5.99,9.99,-0.5,0,0,0,0,0,0,,-0.5,,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型
2026-03-10 08:19:04,'6950926221519886152,'6950926221519886152,9.49,聚合账户,已结算,否,2026-02-27 07:31:17,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,1,'1400117048905447,欣晴玩具,精选联盟,普通订单,9.99,9.99,0,0,0,0,0,0,0,0,0,0,0,0,0,9.99,9.99,-0.5,0,0,0,0,0,0,,-0.5,,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型
2026-03-10 08:19:38,'6950927976586548316,'6950927976586548316,9.49,聚合账户,已结算,否,2026-02-27 08:00:51,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,1,'1400117048905447,欣晴玩具,精选联盟,普通订单,9.99,9.99,0,0,0,0,0.99,0,0,0,0,0,0,0,0,9,9.99,-0.5,0,0,0,0,0,0,,-0.5,,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型
2026-03-10 08:20:11,'6924532168605400815,'6924532168605400815,37.98,聚合账户,已结算,否,2026-02-27 09:24:39,'3805378828843483239,2026新款冲电黄小鸭泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,2,,,小店自卖,普通订单,39.98,39.98,0,0,0,0,0,0,0,0,0,0,0,0,0,39.98,39.98,-2,0,0,0,0,0,0,,-2,否,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型
2026-03-10 08:20:20,'6950905922390332991,'6950905922390332991,9.49,聚合账户,已结算,否,2026-02-27 08:02:01,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,1,'1400117048905447,欣晴玩具,精选联盟,普通订单,9.99,9.99,0,0,0,0,4,0,0,0,0,0,0,0,0,5.99,9.99,-0.5,0,0,0,0,0,0,,-0.5,,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型
2026-03-10 08:21:16,'6924523113237806967,'6924523113237806967,9.49,聚合账户,已结算,否,2026-02-27 07:59:45,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,1,'1400117048905447,欣晴玩具,精选联盟,普通订单,9.99,9.99,0,0,0,0,3.01,0,0,0,0,0,0,0,0,6.98,9.99,-0.5,0,0,0,0,0,0,,-0.5,,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型
2026-03-10 08:21:18,'6950912654549915352,'6950912654549915352,9.49,聚合账户,已结算,否,2026-02-27 07:58:44,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,1,'1400117048905447,欣晴玩具,精选联盟,普通订单,9.99,9.99,0,0,0,0,0,0,0,0,0,0,0,0,0,9.99,9.99,-0.5,0,0,0,0,0,0,,-0.5,,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型
2026-03-10 08:21:57,'6924516128201145844,'6924516128201145844,9.49,聚合账户,已结算,否,2026-02-27 07:22:05,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,1,'1400117048905447,欣晴玩具,精选联盟,普通订单,9.99,9.99,0,0,0,0,0,0,0,0,0,0,0,0,0,9.99,9.99,-0.5,0,0,0,0,0,0,,-0.5,,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型
2026-03-10 08:22:10,'6950910246264182639,'6950910246264182639,9.49,聚合账户,已结算,否,2026-02-27 07:19:04,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,1,'1400117048905447,欣晴玩具,精选联盟,普通订单,9.99,9.99,0,0,0,0,0,0,0,0,0,0,0,0,0,9.99,9.99,-0.5,0,0,0,0,0,0,,-0.5,,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型
2026-03-10 08:23:21,'6950930100682757846,'6950930100682757846,9.49,聚合账户,已结算,否,2026-02-27 08:03:28,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,1,'1400117048905447,欣晴玩具,精选联盟,普通订单,9.99,9.99,0,0,0,0,0,0,0,0,0,0,0,0,0,9.99,9.99,-0.5,0,0,0,0,0,0,,-0.5,,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型
2026-03-10 08:23:30,'6924520762493140625,'6924520762493140625,9.49,聚合账户,已结算,否,2026-02-27 08:06:28,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,1,'1400117048905447,欣晴玩具,精选联盟,普通订单,9.99,9.99,0,0,0,0,0,0,0,0,0,0,0,0,0,9.99,9.99,-0.5,0,0,0,0,0,0,,-0.5,,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型
2026-03-10 08:23:48,'6950934539737175228,'6950934539737175228,9.49,聚合账户,已结算,否,2026-02-27 07:06:57,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,1,'1400117048905447,欣晴玩具,精选联盟,普通订单,9.99,9.99,0,0,0,0,4,0,0,0,0,0,0,0,0,5.99,9.99,-0.5,0,0,0,0,0,0,,-0.5,,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型
2026-03-10 08:27:40,'6924525085958896664,'6924525085958896664,9.49,聚合账户,已结算,否,2026-02-27 08:04:03,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,1,'1400117048905447,欣晴玩具,精选联盟,普通订单,9.99,9.99,0,0,0,0,0,0,0,0,0,0,0,0,0,9.99,9.99,-0.5,0,0,0,0,0,0,,-0.5,,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型
2026-03-10 08:27:53,'6950926256904083263,'6950926256904083263,9.49,聚合账户,已结算,否,2026-02-27 08:01:13,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,1,'1400117048905447,欣晴玩具,精选联盟,普通订单,9.99,9.99,0,0,0,0,0,0,0,0,0,0,0,0,0,9.99,9.99,-0.5,0,0,0,0,0,0,,-0.5,,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型
2026-03-10 08:28:02,'6950934575649199554,'6950934575649199554,9.49,聚合账户,已结算,否,2026-02-27 07:23:11,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,1,'1400117048905447,欣晴玩具,精选联盟,普通订单,9.99,9.99,0,0,0,0,0,0,0,0,0,0,0,0,0,9.99,9.99,-0.5,0,0,0,0,0,0,,-0.5,,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型
2026-03-10 08:28:07,'6950926248681215413,'6950926248681215413,9.49,聚合账户,已结算,否,2026-02-27 07:44:51,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,1,'1400117048905447,欣晴玩具,精选联盟,普通订单,9.99,9.99,0,0,0,0,0,0,0,0,0,0,0,0,0,9.99,9.99,-0.5,0,0,0,0,0,0,,-0.5,,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型
2026-03-10 08:28:07,'6950939118608848616,'6950939118608848616,9.49,聚合账户,已结算,否,2026-02-27 07:59:48,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,1,'1400117048905447,欣晴玩具,精选联盟,普通订单,9.99,9.99,0,0,0,0,0,0,0,0,0,0,0,0,0,9.99,9.99,-0.5,0,0,0,0,0,0,,-0.5,,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型
2026-03-10 08:28:07,'6950912605647280019,'6950912605647280019,9.49,聚合账户,已结算,否,2026-02-27 08:05:49,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,1,'1400117048905447,欣晴玩具,精选联盟,普通订单,9.99,9.99,0,0,0,0,0,0,0,0,0,0,0,0,0,9.99,9.99,-0.5,0,0,0,0,0,0,,-0.5,,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型
2026-03-10 08:28:07,'6950939102657189097,'6950939102657189097,9.49,聚合账户,已结算,否,2026-02-27 08:10:33,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,1,'1400117048905447,欣晴玩具,精选联盟,普通订单,9.99,9.99,0,0,0,0,0,0,0,0,0,0,0,0,0,9.99,9.99,-0.5,0,0,0,0,0,0,,-0.5,,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型
2026-03-10 08:28:07,'6924534051903930095,'6924534051903930095,37.98,聚合账户,已结算,否,2026-02-27 09:25:05,'3805378828843483239,2026新款冲电黄小鸭泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,2,,,小店自卖,普通订单,39.98,39.98,0,0,0,0,0,0,0,0,0,0,0,0,0,39.98,39.98,-2,0,0,0,0,0,0,,-2,否,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型
2026-03-10 08:31:08,'6950905841980347748,'6950905841980347748,9.49,聚合账户,已结算,否,2026-02-27 07:31:30,'3805374134351953971,2026新款冲电泡泡机炫酷手持七彩泡泡机玩具爆款卡通泡泡枪,1,'1400117048905447,欣晴玩具,精选联盟,普通订单,9.99,9.99,0,0,0,0,0,0,0,0,0,0,0,0,0,9.99,9.99,-0.5,0,0,0,0,0,0,,-0.5,,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型
2026-03-10 08:34:24,'6924550642096634882,'6924550642096634882,14.24,聚合账户,已结算,否,2026-02-28 06:28:06,'3805757284198515070,2026爆款网红涂鸦手持电动泡泡机夏天户外男孩女孩玩具,1,'1400117048905447,欣晴玩具,精选联盟,普通订单,14.99,14.99,0,0,0,0,4.4,0,0,0,0,0,0,0,0,10.59,14.99,-0.75,0,0,0,0,0,0,,-0.75,,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型
