2026-05-01 08:22:12,'6952218964035311519,'6952218964035311519,17.88,聚合账户,已结算,否,2026-04-20 15:28:04,'3811269702848741512,萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具,1,,,小店自卖,普通订单,17.99,17.99,0,0,0,0,0,0,0,0,0,0,0,0,0,17.99,17.99,-0.11,0,0,0,0,0,0,,-0.11,是-商品卡免佣,0.81,广州斌立科技有限公司,平台服务费率0.6%;商品类目: 玩具>户外运动玩具>户外运动装备（实物）
2026-05-01 08:39:48,'6952125765654943654,'6952125765654943654,11.69,聚合账户,已结算,否,2026-04-16 08:32:09,'3811269702848741512,萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具,1,'1400117048905447,欣晴玩具,精选联盟,普通订单,12.99,12.99,0,0,0,0,0,0,0,0,0,0,0,0,0,12.99,12.99,-0.65,-0.65,0,0,0,0,0,,-1.3,,0,广州斌立科技有限公司,平台服务费率5%;商品类目: 玩具>户外运动玩具>户外运动装备（实物）
2026-05-01 09:14:55,'6952238513857566673,'6952238513857566673,14.24,聚合账户,已结算,否,2026-04-21 16:27:11,'3811269702848741512,萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具,1,,,小店自卖,普通订单,14.99,14.99,0,0,0,0,0,0,0,0,0,0,0,0,0,14.99,14.99,-0.75,0,0,0,0,0,0,,-0.75,,0,广州斌立科技有限公司,平台服务费率5%;商品类目: 玩具>户外运动玩具>户外运动装备（实物）
2026-05-01 11:18:41,'6925621160434040005,'6925621160434040005,13.49,聚合账户,已结算,否,2026-04-16 08:22:22,'3811269702848741512,萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具,1,'1400117048905447,欣晴玩具,精选联盟,普通订单,14.99,14.99,0,0,0,0,0,0,0,0,0,0,0,0,0,14.99,14.99,-0.75,-0.75,0,0,0,0,0,,-1.5,,0,广州斌立科技有限公司,平台服务费率5%;商品类目: 玩具>户外运动玩具>户外运动装备（实物）
2026-05-01 11:28:01,'6952166931039589776,'6952166931039589776,11.69,聚合账户,已结算,否,2026-04-18 09:26:23,'3811269702848741512,萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具,1,'1400117048905447,欣晴玩具,精选联盟,普通订单,12.99,12.99,0,0,0,0,0,0,0,0,0,0,0,0,0,12.99,12.99,-0.65,-0.65,0,0,0,0,0,,-1.3,,0,广州斌立科技有限公司,平台服务费率5%;商品类目: 玩具>户外运动玩具>户外运动装备（实物）
2026-05-01 11:31:25,'6952242198934066302,'6952242198934066302,14.9,聚合账户,已结算,否,2026-04-21 10:14:16,'3811269702848741512,萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具,1,,,小店自卖,普通订单,17.99,17.99,0,0,0,0,0,0,0,0,0,0,0,0,0,14.99,14.99,-0.09,0,0,0,0,0,0,,-0.09,是-商品卡免佣,0.66,广州斌立科技有限公司,平台服务费率0.6%;商品类目: 玩具>户外运动玩具>户外运动装备（实物）
2026-05-01 12:09:21,'6925626068169227304,'6925626068169227304,13.49,聚合账户,已结算,否,2026-04-16 08:45:41,'3811269702848741512,萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具,1,'1400117048905447,欣晴玩具,精选联盟,普通订单,14.99,14.99,0,0,0,0,0,0,0,0,0,0,0,0,0,14.99,14.99,-0.75,-0.75,0,0,0,0,0,,-1.5,,0,广州斌立科技有限公司,平台服务费率5%;商品类目: 玩具>户外运动玩具>户外运动装备（实物）
2026-05-01 15:17:14,'6925632697339641307,'6925632697339641307,35.07,聚合账户,已结算,否,2026-04-16 07:21:25,'3811269702848741512,萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具,3,'1400117048905447,欣晴玩具,精选联盟,普通订单,38.97,38.97,0,0,0,0,0,0,0,0,0,0,0,0,0,38.97,38.97,-1.95,-1.95,0,0,0,0,0,,-3.9,,0,广州斌立科技有限公司,平台服务费率5%;商品类目: 玩具>户外运动玩具>户外运动装备（实物）
2026-05-02 04:00:50,'6952257291359754170,'6952257291359754170,16.89,聚合账户,已结算,否,2026-04-22 07:23:34,'3813566776004968689,网红爆款充电泡泡枪泡泡手持玩具不漏水吹泡泡机,1,,,小店自卖,普通订单,16.99,16.99,0,0,0,0,0,0,0,0,0,0,0,0,0,16.99,16.99,-0.1,0,0,0,0,0,0,,-0.1,是-商品卡免佣,0.73,广州斌立科技有限公司,平台服务费率0.6%;商品类目: 玩具>玩具枪>电动玩具枪（实物）
2026-05-02 04:02:38,'6952314473069811654,'6952314473069811654,6.95,聚合账户,已结算,否,2026-04-24 13:36:17,'3796349154066825652,七彩吹泡泡系列专用补充液泡泡浓缩液 便携袋装泡泡水泡泡液安全,1,,,小店自卖,普通订单,6.99,6.99,0,0,0,0,0,0,0,0,0,0,0,0,0,6.99,6.99,-0.04,0,0,0,0,0,0,,-0.04,是-商品卡免佣,0.29,广州斌立科技有限公司,平台服务费率0.6%;商品类目: 玩具>户外运动玩具>户外运动装备（实物）
2026-05-02 12:43:38,'6952261200565835459,'6952261200565835459,8.94,聚合账户,已结算,否,2026-04-21 21:36:24,'3796349154066825652,七彩吹泡泡系列专用补充液泡泡浓缩液 便携袋装泡泡水泡泡液安全,1,,,小店自卖,普通订单,8.99,8.99,0,0,0,0,0,0,0,0,0,0,0,0,0,8.99,8.99,-0.05,0,0,0,0,0,0,,-0.05,是-商品卡免佣,0.37,广州斌立科技有限公司,平台服务费率0.6%;商品类目: 玩具>户外运动玩具>户外运动装备（实物）
2026-05-02 13:09:20,'6925669375073877353,'6925669375073877353,13.49,聚合账户,已结算,否,2026-04-17 15:15:22,'3811269702848741512,萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具,1,'1400117048905447,欣晴玩具,精选联盟,普通订单,14.99,14.99,0,0,0,0,0,0,0,0,0,0,0,0,0,14.99,14.99,-0.75,-0.75,0,0,0,0,0,,-1.5,,0,广州斌立科技有限公司,平台服务费率5%;商品类目: 玩具>户外运动玩具>户外运动装备（实物）
2026-05-02 14:55:22,'6951991259999180221,'6951991259999180221,11.69,聚合账户,已结算,否,2026-04-12 14:22:03,'3811269702848741512,萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具,1,'7595415258585351205,欣儿玩具,精选联盟,普通订单,12.99,12.99,0,0,0,0,6,0,0,0,0,0,0,0,0,6.99,12.99,-0.65,-0.65,0,0,0,0,0,,-1.3,,0,广州斌立科技有限公司,平台服务费率5%;商品类目: 玩具>户外运动玩具>户外运动装备（实物）
2026-05-02 14:58:48,'6925608695419797042,'6925608695419797042,11.69,聚合账户,已结算,否,2026-04-15 06:56:52,'3811269702848741512,萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具,1,'1400117048905447,欣晴玩具,精选联盟,普通订单,12.99,12.99,0,0,0,0,6,0,0,0,0,0,0,0,0,6.99,12.99,-0.65,-0.65,0,0,0,0,0,,-1.3,,0,广州斌立科技有限公司,平台服务费率5%;商品类目: 玩具>户外运动玩具>户外运动装备（实物）
2026-05-02 16:47:25,'6952119227682329956,'6952119227682329956,-11.69,聚合账户,结算后退款-原路退回,否,2026-04-16 07:48:00,'3811269702848741512,萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具,1,'1400117048905447,欣晴玩具,精选联盟,普通订单,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.99,-12.99,0.65,0.65,0,0,0,0,0,,1.3,,0,广州斌立科技有限公司,平台服务费率5%;商品类目: 玩具>户外运动玩具>户外运动装备（实物）
2026-05-02 16:47:34,'6951702314111866355,'6951702314111866355,-14.99,聚合账户,结算后退款-非原路退回,否,2026-03-31 08:13:07,'3811269702848741512,萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具,1,'1400117048905447,欣晴玩具,精选联盟,普通订单,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14.99,-14.99,0,0,0,0,0,0,0,,0,,0,广州斌立科技有限公司,商品类目: 玩具/童车/益智/积木/模型>户外运动/休闲/传统玩具>吹泡泡（实物）
2026-05-02 16:48:04,'6925675214659812855,'6925675214659812855,-13.49,聚合账户,结算后退款-原路退回,否,2026-04-18 09:41:35,'3811269702848741512,萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具,1,'1400117048905447,欣晴玩具,精选联盟,普通订单,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14.99,-14.99,0.75,0.75,0,0,0,0,0,,1.5,,0,广州斌立科技有限公司,平台服务费率5%;商品类目: 玩具>户外运动玩具>户外运动装备（实物）
2026-05-02 16:48:24,'6925675696645635942,'6925675696645635942,-11.69,聚合账户,结算后退款-原路退回,否,2026-04-17 14:38:57,'3811269702848741512,萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具,1,'1400117048905447,欣晴玩具,精选联盟,普通订单,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.99,-12.99,0.65,0.65,0,0,0,0,0,,1.3,,0,广州斌立科技有限公司,平台服务费率5%;商品类目: 玩具>户外运动玩具>户外运动装备（实物）
2026-05-02 16:48:25,'6952090931424335311,'6952090931424335311,-11.69,聚合账户,结算后退款-原路退回,否,2026-04-15 09:24:48,'3811269702848741512,萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具,1,'1400117048905447,欣晴玩具,精选联盟,普通订单,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.99,-12.99,0.65,0.65,0,0,0,0,0,,1.3,,0,广州斌立科技有限公司,平台服务费率5%;商品类目: 玩具>户外运动玩具>户外运动装备（实物）
2026-05-03 02:13:10,'6952170861425006363,'6952170861425006363,11.69,聚合账户,已结算,否,2026-04-18 08:24:58,'3811269702848741512,萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具,1,'1400117048905447,欣晴玩具,精选联盟,普通订单,12.99,12.99,0,0,0,0,0,0,0,0,0,0,0,0,0,12.99,12.99,-0.65,-0.65,0,0,0,0,0,,-1.3,,0,广州斌立科技有限公司,平台服务费率5%;商品类目: 玩具>户外运动玩具>户外运动装备（实物）
2026-05-03 03:20:54,'6925685459120651712,'6925685459120651712,13.49,聚合账户,已结算,否,2026-04-18 08:41:23,'3811269702848741512,萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具,1,'1400117048905447,欣晴玩具,精选联盟,普通订单,14.99,14.99,0,0,0,0,0,0,0,0,0,0,0,0,0,14.99,14.99,-0.75,-0.75,0,0,0,0,0,,-1.5,,0,广州斌立科技有限公司,平台服务费率5%;商品类目: 玩具>户外运动玩具>户外运动装备（实物）
2026-05-03 03:58:48,'6952139809751242573,'6952139809751242573,13.49,聚合账户,已结算,否,2026-04-18 08:04:27,'3811269702848741512,萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具,1,'1400117048905447,欣晴玩具,精选联盟,普通订单,14.99,14.99,0,0,0,0,6,0,0,0,0,0,0,0,0,8.99,14.99,-0.75,-0.75,0,0,0,0,0,,-1.5,,0,广州斌立科技有限公司,平台服务费率5%;商品类目: 玩具>户外运动玩具>户外运动装备（实物）
2026-05-03 03:58:48,'6952262258752885971,'6952262258752885971,16.89,聚合账户,已结算,否,2026-04-22 14:32:58,'3813566776004968689,网红爆款充电泡泡枪泡泡手持玩具不漏水吹泡泡机,1,,,小店自卖,普通订单,16.99,16.99,0,0,0,0,3,0,0,0,0,0,0,0,0,13.99,16.99,-0.1,0,0,0,0,0,0,,-0.1,是-商品卡免佣,0.73,广州斌立科技有限公司,平台服务费率0.6%;商品类目: 玩具>玩具枪>电动玩具枪（实物）
2026-05-03 04:14:25,'6952293443942356094,'6952293443942421630,14.9,聚合账户,已结算,否,2026-04-22 19:12:12,'3811269702848741512,萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具,1,,,小店自卖,普通订单,17.99,17.99,0,0,0,0,0,0,0,0,0,0,0,0,0,14.99,14.99,-0.09,0,0,0,0,0,0,,-0.09,是-商品卡免佣,0.66,广州斌立科技有限公司,平台服务费率0.6%;商品类目: 玩具>户外运动玩具>户外运动装备（实物）
2026-05-03 04:25:15,'6952071043315668337,'6952071043315668337,13.49,聚合账户,已结算,否,2026-04-15 09:52:47,'3811269702848741512,萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具,1,'1400117048905447,欣晴玩具,精选联盟,普通订单,14.99,14.99,0,0,0,0,0,0,0,0,0,0,0,0,0,14.99,14.99,-0.75,-0.75,0,0,0,0,0,,-1.5,,0,广州斌立科技有限公司,平台服务费率5%;商品类目: 玩具>户外运动玩具>户外运动装备（实物）
2026-05-03 04:38:55,'6952310016094049526,'6952310016094049526,8.94,聚合账户,已结算,否,2026-04-23 09:45:40,'3796349154066825652,七彩吹泡泡系列专用补充液泡泡浓缩液 便携袋装泡泡水泡泡液安全,1,,,小店自卖,普通订单,8.99,8.99,0,0,0,0,0,0,0,0,0,0,0,0,0,8.99,8.99,-0.05,0,0,0,0,0,0,,-0.05,是-商品卡免佣,0.37,广州斌立科技有限公司,平台服务费率0.6%;商品类目: 玩具>户外运动玩具>户外运动装备（实物）
2026-05-03 05:39:17,'6925679492799495172,'6925679492799495172,11.69,聚合账户,已结算,否,2026-04-18 08:39:33,'3811269702848741512,萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具,1,'1400117048905447,欣晴玩具,精选联盟,普通订单,12.99,12.99,0,0,0,0,2,0,0,0,0,0,0,0,0,10.99,12.99,-0.65,-0.65,0,0,0,0,0,,-1.3,,0,广州斌立科技有限公司,平台服务费率5%;商品类目: 玩具>户外运动玩具>户外运动装备（实物）
2026-05-03 06:07:15,'6952293443942356094,'6952293443942356094,8.94,聚合账户,已结算,否,2026-04-22 19:12:12,'3796349154066825652,七彩吹泡泡系列专用补充液泡泡浓缩液 便携袋装泡泡水泡泡液安全,1,,,小店自卖,普通订单,8.99,8.99,0,0,0,0,0,0,0,0,0,0,0,0,0,8.99,8.99,-0.05,0,0,0,0,0,0,,-0.05,是-商品卡免佣,0.37,广州斌立科技有限公司,平台服务费率0.6%;商品类目: 玩具>户外运动玩具>户外运动装备（实物）
2026-05-03 07:08:46,'6952164339194533160,'6952164339194533160,6.29,聚合账户,已结算,否,2026-04-18 07:31:15,'3796349154066825652,七彩吹泡泡系列专用补充液泡泡浓缩液 便携袋装泡泡水泡泡液安全,1,'1400117048905447,欣晴玩具,精选联盟,普通订单,6.99,6.99,0,0,0,0,0,0,0,0,0,0,0,0,0,6.99,6.99,-0.35,-0.35,0,0,0,0,0,,-0.7,,0,广州斌立科技有限公司,平台服务费率5%;商品类目: 玩具>户外运动玩具>户外运动装备（实物）
2026-05-03 07:08:46,'6952025944226272442,'6952025944226272442,13.49,聚合账户,已结算,否,2026-04-13 13:30:11,'3811269702848741512,萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具,1,'1400117048905447,欣晴玩具,精选联盟,普通订单,14.99,14.99,0,0,0,0,0,0,0,0,0,0,0,0,0,14.99,14.99,-0.75,-0.75,0,0,0,0,0,,-1.5,,0,广州斌立科技有限公司,平台服务费率5%;商品类目: 玩具>户外运动玩具>户外运动装备（实物）
2026-05-03 08:30:42,'6925810841409977720,'6925810841409977720,14.9,聚合账户,已结算,否,2026-04-23 11:02:40,'3813566776004968689,网红爆款充电泡泡枪泡泡手持玩具不漏水吹泡泡机,1,,,小店自卖,普通订单,14.99,14.99,0,0,0,0,0,0,0,0,0,0,0,0,0,14.99,14.99,-0.09,0,0,0,0,0,0,,-0.09,是-商品卡免佣,0.66,广州斌立科技有限公司,平台服务费率0.6%;商品类目: 玩具>玩具枪>电动玩具枪（实物）
2026-05-03 10:24:45,'6925794603254578996,'6925794603254578996,3.97,聚合账户,已结算,否,2026-04-22 21:23:17,'3796349154066825652,七彩吹泡泡系列专用补充液泡泡浓缩液 便携袋装泡泡水泡泡液安全,1,,,小店自卖,普通订单,3.99,3.99,0,0,0,0,0,0,0,0,0,0,0,0,0,3.99,3.99,-0.02,0,0,0,0,0,0,,-0.02,是-商品卡免佣,0.15,广州斌立科技有限公司,平台服务费率0.6%;商品类目: 玩具>户外运动玩具>户外运动装备（实物）
2026-05-03 10:24:45,'6952166837646005740,'6952166837646005740,13.49,聚合账户,已结算,否,2026-04-18 08:30:11,'3811269702848741512,萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具,1,'1400117048905447,欣晴玩具,精选联盟,普通订单,14.99,14.99,0,0,0,0,0,0,0,0,0,0,0,0,0,14.99,14.99,-0.75,-0.75,0,0,0,0,0,,-1.5,,0,广州斌立科技有限公司,平台服务费率5%;商品类目: 玩具>户外运动玩具>户外运动装备（实物）
2026-05-03 10:24:45,'6952146293218087945,'6952146293218087945,8.09,聚合账户,已结算,否,2026-04-18 07:19:10,'3796349154066825652,七彩吹泡泡系列专用补充液泡泡浓缩液 便携袋装泡泡水泡泡液安全,1,'1400117048905447,欣晴玩具,精选联盟,普通订单,8.99,8.99,0,0,0,0,0,0,0,0,0,0,0,0,0,8.99,8.99,-0.45,-0.45,0,0,0,0,0,,-0.9,,0,广州斌立科技有限公司,平台服务费率5%;商品类目: 玩具>户外运动玩具>户外运动装备（实物）
2026-05-03 11:32:05,'6925799492370923489,'6925799492370923489,17.88,聚合账户,已结算,否,2026-04-22 21:33:20,'3811269702848741512,萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具,1,,,小店自卖,普通订单,17.99,17.99,0,0,0,0,0,0,0,0,0,0,0,0,0,17.99,17.99,-0.11,0,0,0,0,0,0,,-0.11,是-商品卡免佣,0.81,广州斌立科技有限公司,平台服务费率0.6%;商品类目: 玩具>户外运动玩具>户外运动装备（实物）
2026-05-03 12:42:09,'6925681453164297534,'6925681453164297534,13.49,聚合账户,已结算,否,2026-04-18 07:49:31,'3811269702848741512,萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具,1,'1400117048905447,欣晴玩具,精选联盟,普通订单,14.99,14.99,0,0,0,0,8.69,0,0,0,0,0,0,0,0,6.3,14.99,-0.75,-0.75,0,0,0,0,0,,-1.5,,0,广州斌立科技有限公司,平台服务费率5%;商品类目: 玩具>户外运动玩具>户外运动装备（实物）
2026-05-03 14:48:16,'6952317082326013351,'6952317082326013351,14.9,聚合账户,已结算,否,2026-04-23 16:04:07,'3811269702848741512,萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具,1,,,小店自卖,普通订单,14.99,14.99,0,0,0,0,4.4,0,0,0,0,0,0,0,0,10.59,14.99,-0.09,0,0,0,0,0,0,,-0.09,是-商品卡免佣,0.66,广州斌立科技有限公司,平台服务费率0.6%;商品类目: 玩具>户外运动玩具>户外运动装备（实物）
2026-05-04 06:47:34,'6925814355550108777,'6925814355550108777,8.54,聚合账户,已结算,否,2026-04-23 20:09:22,'3796349154066825652,七彩吹泡泡系列专用补充液泡泡浓缩液 便携袋装泡泡水泡泡液安全,1,,,小店自卖,普通订单,8.99,8.99,0,0,0,0,0,0,0,0,0,0,0,0,0,8.99,8.99,-0.45,0,0,0,0,0,0,,-0.45,,0,广州斌立科技有限公司,平台服务费率5%;商品类目: 玩具>户外运动玩具>户外运动装备（实物）
2026-05-04 06:47:34,'6952352396520396678,'6952352396520396678,12.91,聚合账户,已结算,否,2026-04-24 18:38:03,'3811269702848741512,萌娃冲电泡泡机网红爆款新款手持多孔吹泡泡玩具泡泡机趣味玩具,1,,,小店自卖,普通订单,14.99,14.99,0,0,0,0,0,0,0,0,0,0,0,0,0,12.99,12.99,-0.08,0,0,0,0,0,0,,-0.08,是-商品卡免佣,0.59,广州斌立科技有限公司,平台服务费率0.6%;商品类目: 玩具>户外运动玩具>户外运动装备（实物）
